ID,numPoints,Alg,Buffer,Box,Mask,Model,mean_IOU,source_file
141,2,voronoi,5,1.0,false,yolov8n,0.930992427933953,results_141.json
142,2,voronoi,10,1.0,false,yolov8n,0.9313286751283003,results_142.json
143,2,voronoi,15,1.0,false,yolov8n,0.9316294339423212,results_143.json
144,3,random,0,1.0,false,yolov8n,0.9314839940989191,results_144.json
145,3,random,5,1.0,false,yolov8n,0.9303682705168084,results_145.json
146,3,random,10,1.0,false,yolov8n,0.9313810730437299,results_146.json
147,3,random,15,1.0,false,yolov8n,0.92949933632073,results_147.json
148,3,hill climbing,0,1.0,false,yolov8n,0.9258634100554153,results_148.json
149,3,hill climbing,5,1.0,false,yolov8n,0.9287451757728211,results_149.json
150,3,hill climbing,10,1.0,false,yolov8n,0.9289597922264405,results_150.json
151,3,hill climbing,15,1.0,false,yolov8n,0.928547543177993,results_151.json
152,3,voronoi,0,1.0,false,yolov8n,0.9307920391774747,results_152.json
153,3,voronoi,5,1.0,false,yolov8n,0.9313272820027849,results_153.json
154,3,voronoi,10,1.0,false,yolov8n,0.9312696696667059,results_154.json
155,3,voronoi,15,1.0,false,yolov8n,0.9301778498723868,results_155.json
156,4,random,0,1.0,false,yolov8n,0.930906970529693,results_156.json
157,4,random,5,1.0,false,yolov8n,0.9299279469298082,results_157.json
158,4,random,10,1.0,false,yolov8n,0.9317214740845309,results_158.json
159,4,random,15,1.0,false,yolov8n,0.931759374774894,results_159.json
160,4,hill climbing,0,1.0,false,yolov8n,0.9220186391169646,results_160.json
161,4,hill climbing,5,1.0,false,yolov8n,0.9279846217388654,results_161.json
162,4,hill climbing,10,1.0,false,yolov8n,0.9272273150297767,results_162.json
163,4,hill climbing,15,1.0,false,yolov8n,0.9280289044436593,results_163.json
164,4,voronoi,0,1.0,false,yolov8n,0.9304778998289827,results_164.json
165,4,voronoi,5,1.0,false,yolov8n,0.9303905639548751,results_165.json
166,4,voronoi,10,1.0,false,yolov8n,0.929937049582519,results_166.json
167,4,voronoi,15,1.0,false,yolov8n,0.9299543231997663,results_167.json
168,5,random,0,1.0,false,yolov8n,0.9308270305782947,results_168.json
169,5,random,5,1.0,false,yolov8n,0.9288354401357239,results_169.json
170,5,random,10,1.0,false,yolov8n,0.9297241130093713,results_170.json
171,5,random,15,1.0,false,yolov8n,0.9298887006456343,results_171.json
172,5,hill climbing,0,1.0,false,yolov8n,0.918641494538703,results_172.json
173,5,hill climbing,5,1.0,false,yolov8n,0.9268824482452931,results_173.json
174,5,hill climbing,10,1.0,false,yolov8n,0.9276243952435441,results_174.json
175,5,hill climbing,15,1.0,false,yolov8n,0.9276399754875719,results_175.json
176,5,voronoi,0,1.0,false,yolov8n,0.9297389212444287,results_176.json
177,5,voronoi,5,1.0,false,yolov8n,0.930802027908004,results_177.json
178,5,voronoi,10,1.0,false,yolov8n,0.9297026539026652,results_178.json
179,5,voronoi,15,1.0,false,yolov8n,0.9312804555647831,results_179.json
180,1,random,0,1.1,false,yolov8n,0.9282752661049054,results_180.json
181,1,random,5,1.1,false,yolov8n,0.9275345229523596,results_181.json
182,1,random,10,1.1,false,yolov8n,0.9300036787236783,results_182.json
183,1,random,15,1.1,false,yolov8n,0.9297777548715492,results_183.json
184,1,hill climbing,0,1.1,false,yolov8n,0.9268522910057031,results_184.json
185,1,hill climbing,5,1.1,false,yolov8n,0.9266650074230321,results_185.json
186,1,hill climbing,10,1.1,false,yolov8n,0.9254305797419864,results_186.json
187,1,hill climbing,15,1.1,false,yolov8n,0.9265305189997332,results_187.json
188,1,voronoi,0,1.1,false,yolov8n,0.929671692804179,results_188.json
189,1,voronoi,5,1.1,false,yolov8n,0.929863153819244,results_189.json
190,1,voronoi,10,1.1,false,yolov8n,0.929915779232805,results_190.json
191,1,voronoi,15,1.1,false,yolov8n,0.9297962690366133,results_191.json
192,2,random,0,1.1,false,yolov8n,0.9287868040988402,results_192.json
193,2,random,5,1.1,false,yolov8n,0.9285477017837241,results_193.json
194,2,random,10,1.1,false,yolov8n,0.9283715635888091,results_194.json
195,2,random,15,1.1,false,yolov8n,0.9278761633059448,results_195.json
196,2,hill climbing,0,1.1,false,yolov8n,0.922193477019429,results_196.json
197,2,hill climbing,5,1.1,false,yolov8n,0.924364301383463,results_197.json
198,2,hill climbing,10,1.1,false,yolov8n,0.9253162102836298,results_198.json
199,2,hill climbing,15,1.1,false,yolov8n,0.925852944175604,results_199.json
200,2,voronoi,0,1.1,false,yolov8n,0.9281376520643443,results_200.json
201,2,voronoi,5,1.1,false,yolov8n,0.9283350930983673,results_201.json
202,2,voronoi,10,1.1,false,yolov8n,0.9295534634620347,results_202.json
203,2,voronoi,15,1.1,false,yolov8n,0.9286508797928447,results_203.json
204,3,random,0,1.1,false,yolov8n,0.9272347735181757,results_204.json
205,3,random,5,1.1,false,yolov8n,0.9275278747255497,results_205.json
206,3,random,10,1.1,false,yolov8n,0.9271374787167957,results_206.json
207,3,random,15,1.1,false,yolov8n,0.928318996313258,results_207.json
208,3,hill climbing,0,1.1,false,yolov8n,0.9163535247210598,results_208.json
209,3,hill climbing,5,1.1,false,yolov8n,0.9230909827074848,results_209.json
210,3,hill climbing,10,1.1,false,yolov8n,0.9248138577434195,results_210.json
211,3,hill climbing,15,1.1,false,yolov8n,0.9239816204881686,results_211.json
212,3,voronoi,0,1.1,false,yolov8n,0.9287099114107399,results_212.json
213,3,voronoi,5,1.1,false,yolov8n,0.9299213912786627,results_213.json
214,3,voronoi,10,1.1,false,yolov8n,0.9284438711848152,results_214.json
215,3,voronoi,15,1.1,false,yolov8n,0.9295088069550962,results_215.json
216,4,random,0,1.1,false,yolov8n,0.9292851078193041,results_216.json
217,4,random,5,1.1,false,yolov8n,0.9289112762790473,results_217.json
218,4,random,10,1.1,false,yolov8n,0.9294344895043356,results_218.json
219,4,random,15,1.1,false,yolov8n,0.928012080931451,results_219.json
220,4,hill climbing,0,1.1,false,yolov8n,0.9129011276382755,results_220.json
221,4,hill climbing,5,1.1,false,yolov8n,0.9192173315531683,results_221.json
222,4,hill climbing,10,1.1,false,yolov8n,0.9228631080202309,results_222.json
223,4,hill climbing,15,1.1,false,yolov8n,0.9232914339402282,results_223.json
224,4,voronoi,0,1.1,false,yolov8n,0.9283413402281745,results_224.json
225,4,voronoi,5,1.1,false,yolov8n,0.9299931704979139,results_225.json
226,4,voronoi,10,1.1,false,yolov8n,0.9300146804167537,results_226.json
227,4,voronoi,15,1.1,false,yolov8n,0.9290480511877256,results_227.json
228,5,random,0,1.1,false,yolov8n,0.9286663135468942,results_228.json
229,5,random,5,1.1,false,yolov8n,0.9286463526715094,results_229.json
230,5,random,10,1.1,false,yolov8n,0.9280866996250042,results_230.json
231,5,random,15,1.1,false,yolov8n,0.92831897396886,results_231.json
232,5,hill climbing,0,1.1,false,yolov8n,0.906165191127856,results_232.json
233,5,hill climbing,5,1.1,false,yolov8n,0.917693482108227,results_233.json
234,5,hill climbing,10,1.1,false,yolov8n,0.921530833649528,results_234.json
235,5,hill climbing,15,1.1,false,yolov8n,0.92220975177601,results_235.json
236,5,voronoi,0,1.1,false,yolov8n,0.9284457693971373,results_236.json
237,5,voronoi,5,1.1,false,yolov8n,0.929321405965798,results_237.json
238,5,voronoi,10,1.1,false,yolov8n,0.9289824440706275,results_238.json
239,5,voronoi,15,1.1,false,yolov8n,0.9299887970815615,results_239.json
240,1,random,0,False,false,yolov8x,0.9026680276518594,results_240.json
241,1,random,5,False,false,yolov8x,0.8991177557185843,results_241.json
242,1,random,10,False,false,yolov8x,0.903309486499488,results_242.json
243,1,random,15,False,false,yolov8x,0.9018610667806499,results_243.json
244,1,hill climbing,0,False,false,yolov8x,0.8936254342181403,results_244.json
245,1,hill climbing,5,False,false,yolov8x,0.8950052811576681,results_245.json
246,1,hill climbing,10,False,false,yolov8x,0.8969062969253242,results_246.json
247,1,hill climbing,15,False,false,yolov8x,0.9023618344653481,results_247.json
248,1,voronoi,0,False,false,yolov8x,0.8975378831275498,results_248.json
249,1,voronoi,5,False,false,yolov8x,0.897972389824415,results_249.json
250,1,voronoi,10,False,false,yolov8x,0.8987105972176872,results_250.json
251,1,voronoi,15,False,false,yolov8x,0.8992992711278657,results_251.json
252,2,random,0,False,false,yolov8x,0.9072761248261487,results_252.json
253,2,random,5,False,false,yolov8x,0.9036828169270417,results_253.json
254,2,random,10,False,false,yolov8x,0.9067288806838757,results_254.json
255,2,random,15,False,false,yolov8x,0.9018658973521128,results_255.json
256,2,hill climbing,0,False,false,yolov8x,0.8714252723242387,results_256.json
257,2,hill climbing,5,False,false,yolov8x,0.8918955414121095,results_257.json
258,2,hill climbing,10,False,false,yolov8x,0.8962367413802952,results_258.json
259,2,hill climbing,15,False,false,yolov8x,0.9013394429668944,results_259.json
260,2,voronoi,0,False,false,yolov8x,0.9017560045263291,results_260.json
261,2,voronoi,5,False,false,yolov8x,0.9035633528383,results_261.json
262,2,voronoi,10,False,false,yolov8x,0.9051310884368539,results_262.json
263,2,voronoi,15,False,false,yolov8x,0.9023002810243652,results_263.json
264,3,random,0,False,false,yolov8x,0.9113246027948116,results_264.json
265,3,random,5,False,false,yolov8x,0.9160307018167083,results_265.json
266,3,random,10,False,false,yolov8x,0.9098181573235463,results_266.json
267,3,random,15,False,false,yolov8x,0.9151632599198111,results_267.json
268,3,hill climbing,0,False,false,yolov8x,0.8247069962611974,results_268.json
269,3,hill climbing,5,False,false,yolov8x,0.874828478448428,results_269.json
270,3,hill climbing,10,False,false,yolov8x,0.8950571539660184,results_270.json
271,3,hill climbing,15,False,false,yolov8x,0.9006913455424819,results_271.json
272,3,voronoi,0,False,false,yolov8x,0.9102917482821267,results_272.json
273,3,voronoi,5,False,false,yolov8x,0.9101784860612294,results_273.json
274,3,voronoi,10,False,false,yolov8x,0.9127742127131834,results_274.json
275,3,voronoi,15,False,false,yolov8x,0.9138234366062956,results_275.json
276,4,random,0,False,false,yolov8x,0.9132820189147672,results_276.json
277,4,random,5,False,false,yolov8x,0.912604166953227,results_277.json
278,4,random,10,False,false,yolov8x,0.9135338813438285,results_278.json
279,4,random,15,False,false,yolov8x,0.9155954944960512,results_279.json
280,4,hill climbing,0,False,false,yolov8x,0.805584780258676,results_280.json
281,4,hill climbing,5,False,false,yolov8x,0.864772807560219,results_281.json
282,4,hill climbing,10,False,false,yolov8x,0.8866483176844355,results_282.json
283,4,hill climbing,15,False,false,yolov8x,0.8994361676161091,results_283.json
284,4,voronoi,0,False,false,yolov8x,0.9140375135465675,results_284.json
285,4,voronoi,5,False,false,yolov8x,0.9138574712072952,results_285.json
286,4,voronoi,10,False,false,yolov8x,0.9137802716339174,results_286.json
287,4,voronoi,15,False,false,yolov8x,0.9145550878365919,results_287.json
288,5,random,0,False,false,yolov8x,0.9136384907236221,results_288.json
289,5,random,5,False,false,yolov8x,0.9184952687584526,results_289.json
290,5,random,10,False,false,yolov8x,0.9173476949903776,results_290.json
291,5,random,15,False,false,yolov8x,0.9158402377867283,results_291.json
292,5,hill climbing,0,False,false,yolov8x,0.7795207074218107,results_292.json
293,5,hill climbing,5,False,false,yolov8x,0.8608773461164242,results_293.json
294,5,hill climbing,10,False,false,yolov8x,0.8909981814263693,results_294.json
295,5,hill climbing,15,False,false,yolov8x,0.9020136505233479,results_295.json
296,5,voronoi,0,False,false,yolov8x,0.9148855495679881,results_296.json
297,5,voronoi,5,False,false,yolov8x,0.9181555635695636,results_297.json
298,5,voronoi,10,False,false,yolov8x,0.9180933599735693,results_298.json
299,5,voronoi,15,False,false,yolov8x,0.9196272835865769,results_299.json
300,1,random,0,0.9,false,yolov8x,0.9229401510843536,results_300.json
301,1,random,5,0.9,false,yolov8x,0.9198261873742692,results_301.json
302,1,random,10,0.9,false,yolov8x,0.922990837010869,results_302.json
303,1,random,15,0.9,false,yolov8x,0.9184772828605807,results_303.json
304,1,hill climbing,0,0.9,false,yolov8x,0.9258592019992719,results_304.json
305,1,hill climbing,5,0.9,false,yolov8x,0.92609787967734,results_305.json
306,1,hill climbing,10,0.9,false,yolov8x,0.9241120806899902,results_306.json
307,1,hill climbing,15,0.9,false,yolov8x,0.9238093587485741,results_307.json
308,1,voronoi,0,0.9,false,yolov8x,0.9205441310919202,results_308.json
309,1,voronoi,5,0.9,false,yolov8x,0.9205819421505463,results_309.json
310,1,voronoi,10,0.9,false,yolov8x,0.9203524005538737,results_310.json
311,1,voronoi,15,0.9,false,yolov8x,0.9203138534836691,results_311.json
312,2,random,0,0.9,false,yolov8x,0.9237443750636244,results_312.json
313,2,random,5,0.9,false,yolov8x,0.9232232633066376,results_313.json
314,2,random,10,0.9,false,yolov8x,0.9253033182137942,results_314.json
315,2,random,15,0.9,false,yolov8x,,
316,2,hill climbing,0,0.9,false,yolov8x,0.931338088325546,results_316.json
317,2,hill climbing,5,0.9,false,yolov8x,0.9316668115733447,results_317.json
318,2,hill climbing,10,0.9,false,yolov8x,0.9279000568666467,results_318.json
319,2,hill climbing,15,0.9,false,yolov8x,0.9279608300615815,results_319.json
320,2,voronoi,0,0.9,false,yolov8x,0.9237642503544647,results_320.json
321,2,voronoi,5,0.9,false,yolov8x,0.9230853771810198,results_321.json
322,2,voronoi,10,0.9,false,yolov8x,0.9243091212547455,results_322.json
323,2,voronoi,15,0.9,false,yolov8x,0.921182882285577,results_323.json
324,3,random,0,0.9,false,yolov8x,0.92935780176034,results_324.json
325,3,random,5,0.9,false,yolov8x,0.9267594739994351,results_325.json
326,3,random,10,0.9,false,yolov8x,0.9237138338292429,results_326.json
327,3,random,15,0.9,false,yolov8x,0.9225845789908476,results_327.json
328,3,hill climbing,0,0.9,false,yolov8x,0.9325533906130321,results_328.json
329,3,hill climbing,5,0.9,false,yolov8x,0.9333625667172981,results_329.json
330,3,hill climbing,10,0.9,false,yolov8x,0.9292592310823871,results_330.json
331,3,hill climbing,15,0.9,false,yolov8x,0.930206276212515,results_331.json
332,3,voronoi,0,0.9,false,yolov8x,0.9253925882670503,results_332.json
333,3,voronoi,5,0.9,false,yolov8x,0.9259619714866114,results_333.json
334,3,voronoi,10,0.9,false,yolov8x,0.9252855962754584,results_334.json
335,3,voronoi,15,0.9,false,yolov8x,0.924186834949643,results_335.json
336,4,random,0,0.9,false,yolov8x,0.9283602271951736,results_336.json
337,4,random,5,0.9,false,yolov8x,0.9268434063282983,results_337.json
338,4,random,10,0.9,false,yolov8x,0.9247380433060263,results_338.json
339,4,random,15,0.9,false,yolov8x,0.9262158603644085,results_339.json
340,4,hill climbing,0,0.9,false,yolov8x,0.9319666495336925,results_340.json
341,4,hill climbing,5,0.9,false,yolov8x,0.9318499619488485,results_341.json
342,4,hill climbing,10,0.9,false,yolov8x,0.930167822762143,results_342.json
343,4,hill climbing,15,0.9,false,yolov8x,0.9298880191982068,results_343.json
344,4,voronoi,0,0.9,false,yolov8x,0.9271452461187218,results_344.json
345,4,voronoi,5,0.9,false,yolov8x,0.9271427563375167,results_345.json
346,4,voronoi,10,0.9,false,yolov8x,0.925134966056609,results_346.json
347,4,voronoi,15,0.9,false,yolov8x,0.9238988154122199,results_347.json
348,5,random,0,0.9,false,yolov8x,0.9276373928536875,results_348.json
349,5,random,5,0.9,false,yolov8x,0.9281635971822103,results_349.json
350,5,random,10,0.9,false,yolov8x,0.9292435955329186,results_350.json
351,5,random,15,0.9,false,yolov8x,0.9255970449635926,results_351.json
352,5,hill climbing,0,0.9,false,yolov8x,0.9304781107450187,results_352.json
353,5,hill climbing,5,0.9,false,yolov8x,0.9329531719594615,results_353.json
354,5,hill climbing,10,0.9,false,yolov8x,0.9310628770304558,results_354.json
355,5,hill climbing,15,0.9,false,yolov8x,0.9294937311002253,results_355.json
356,5,voronoi,0,0.9,false,yolov8x,0.9287551402625809,results_356.json
357,5,voronoi,5,0.9,false,yolov8x,0.9277355147621351,results_357.json
358,5,voronoi,10,0.9,false,yolov8x,0.9268853183353555,results_358.json
359,5,voronoi,15,0.9,false,yolov8x,0.9248871459864942,results_359.json
360,1,random,0,1.0,false,yolov8x,0.9338400190908706,results_360.json
361,1,random,5,1.0,false,yolov8x,0.9355091665784979,results_361.json
362,1,random,10,1.0,false,yolov8x,0.9342286325790766,results_362.json
363,1,random,15,1.0,false,yolov8x,0.9345521423218667,results_363.json
364,1,hill climbing,0,1.0,false,yolov8x,0.9331492600377876,results_364.json
365,1,hill climbing,5,1.0,false,yolov8x,0.9343975808488973,results_365.json
366,1,hill climbing,10,1.0,false,yolov8x,0.9342036031195343,results_366.json
367,1,hill climbing,15,1.0,false,yolov8x,0.9335001616580637,results_367.json
368,1,voronoi,0,1.0,false,yolov8x,0.9353064043724592,results_368.json
369,1,voronoi,5,1.0,false,yolov8x,0.9353099077109823,results_369.json
370,1,voronoi,10,1.0,false,yolov8x,0.93539561689567,results_370.json
371,1,voronoi,15,1.0,false,yolov8x,0.9355252255448686,results_371.json
372,2,random,0,1.0,false,yolov8x,0.9336185590677875,results_372.json
373,2,random,5,1.0,false,yolov8x,0.933278029004405,results_373.json
374,2,random,10,1.0,false,yolov8x,0.93373131879697,results_374.json
375,2,random,15,1.0,false,yolov8x,0.9335443299250427,results_375.json
376,2,hill climbing,0,1.0,false,yolov8x,0.9326167666265401,results_376.json
377,2,hill climbing,5,1.0,false,yolov8x,0.9336870908537283,results_377.json
378,2,hill climbing,10,1.0,false,yolov8x,0.9336091383844677,results_378.json
