ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,sam_mask_AP@50,sam_mask_AP@75,sam_mask_AP@95,sam_mask_AP@50:95,sam_mask_AR@50,sam_mask_AR@75,sam_mask_AR@95,sam_mask_AR@50:95,ModelCategory
2168,YOLOv8 XL,True,False,2,Voronoi,10%,100%,,0.881655436666535,0.8029984938851026,0.5058097050537218,0.7301545452017865,0.722247895951142,0.668130941541544,0.3798447555596796,0.5900745310174552,YOLOv8x
2169,YOLOv8 XL,True,False,2,Voronoi,10%,110%,,0.8542013693532615,0.7812014027891672,0.47025073953839264,0.7018845038936072,0.7419394166617892,0.6899055089517884,0.37553312181353865,0.6024593491423721,YOLOv8x
2170,YOLOv8 XL,True,False,2,Voronoi,15%,90%,,0.8749599980512833,0.8055715498569459,0.49335499161030627,0.7246288465061784,0.748956401449449,0.7004205160980985,0.3912131810067077,0.6135300328514185,YOLOv8x
2171,YOLOv8 XL,True,False,2,Voronoi,15%,100%,,0.8618570346163048,0.7799006134761027,0.4998761184273694,0.713877922173259,0.7259007883645398,0.6691924037579435,0.3849322194164608,0.5933418038463147,YOLOv8x
2172,YOLOv8 XL,True,False,2,Voronoi,15%,110%,,0.8589065218146792,0.7797781747454402,0.46530080027480725,0.7013284989449756,0.7270524571322866,0.6706693308832644,0.3566508991133766,0.5847908957096426,YOLOv8x
2173,YOLOv8 XL,True,False,3,Random,0%,90%,,0.8697685931910508,0.7715990977310434,0.47429776899559073,0.7052218199725616,0.7595820524958689,0.6869149600920933,0.3834280040089848,0.6099750055323155,YOLOv8x
2174,YOLOv8 XL,True,False,3,Random,0%,100%,,0.8625929920145478,0.7673614553862959,0.45679776874333866,0.6955840720480609,0.76432524127926,0.693163846527375,0.3790528055738547,0.6121806311268299,YOLOv8x
2175,YOLOv8 XL,True,False,3,Random,0%,110%,,0.8517021209360247,0.7767647337579408,0.4883786764708076,0.7056151770549244,0.7249321086478386,0.6713613415274643,0.378923494969102,0.5917389817148017,YOLOv8x
2176,YOLOv8 XL,True,False,3,Random,5%,90%,,0.8662457276443626,0.776053362354624,0.48404577424997286,0.7087816214163197,0.7288827294208711,0.6632308833055531,0.3731876440450362,0.5884337522571534,YOLOv8x
2177,YOLOv8 XL,True,False,3,Random,5%,100%,,0.8602258598729734,0.7800633290412385,0.49586571863759576,0.7120516358506025,0.7165291746202256,0.6599156878745062,0.3686906420447258,0.5817118348464858,YOLOv8x
2178,YOLOv8 XL,True,False,3,Random,5%,110%,,0.8663051352841011,0.7706418472051532,0.482705001472862,0.7065506613207053,0.7122666397632231,0.6408705822036094,0.3471794242396897,0.5667722154021742,YOLOv8x
2179,YOLOv8 XL,True,False,3,Random,10%,90%,,0.8919582847145995,0.8168252694761478,0.5353636880859213,0.7480490807588895,0.7534414463201771,0.702532736752899,0.4178013462651704,0.6245918431127488,YOLOv8x
2180,YOLOv8 XL,True,False,3,Random,10%,100%,,0.8588629031737024,0.7782668152799864,0.5094020155985349,0.7155105780174078,0.7243672892317875,0.6677792432643848,0.39306204581454757,0.5950695261035733,YOLOv8x
2181,YOLOv8 XL,True,False,3,Random,10%,110%,,0.8538917234793181,0.7773726728622947,0.46385818616336744,0.6983741941683267,0.7132289547224441,0.659163218539417,0.3467669679862663,0.5730530470827091,YOLOv8x
2182,YOLOv8 XL,True,False,3,Random,15%,90%,,0.8691596721221412,0.7924479318882036,0.479373016318956,0.7136602067764336,0.7540401242053081,0.7007921119480374,0.38378548661759854,0.6128725742569813,YOLOv8x
2183,YOLOv8 XL,True,False,3,Random,15%,100%,,0.8662501821658971,0.7809445705550534,0.49857857044072107,0.7152577743872238,0.7173814331140793,0.6583963782756787,0.37109852769971124,0.582292113029823,YOLOv8x
2184,YOLOv8 XL,True,False,3,Random,15%,110%,,0.8733295711365029,0.7938559583317014,0.499321309465705,0.7221689463113032,0.7040837905077325,0.6532695517250178,0.35934757831245034,0.5722336401817335,YOLOv8x
2185,YOLOv8 XL,True,False,3,Distance Max,0%,90%,,0.8603596786734712,0.7770847829774814,0.46236305303127867,0.6999358382274103,0.7803600802023317,0.7095144457736703,0.3920498069400895,0.6273081109720307,YOLOv8x
2186,YOLOv8 XL,True,False,3,Distance Max,0%,100%,,0.8224945891101482,0.7228769862341721,0.38650108967389063,0.6439575550060703,0.6905162074506068,0.6179420053752056,0.28648572563125024,0.5316479794856875,YOLOv8x
2187,YOLOv8 XL,True,False,3,Distance Max,0%,110%,,0.8376309090264253,0.7462807538164723,0.42281236288511564,0.6689080085760044,0.7124974628499179,0.6441215621673171,0.32132412323261644,0.5593143827499505,YOLOv8x
2188,YOLOv8 XL,True,False,3,Distance Max,5%,90%,,0.8113690266309959,0.7216052868669642,0.4249478087683495,0.6526407074221032,0.7040287530609446,0.6359929156429133,0.3481239004897506,0.5627151897312028,YOLOv8x
2189,YOLOv8 XL,True,False,3,Distance Max,5%,100%,,0.8439289692978527,0.7524356333856146,0.45748487274895333,0.684616491810807,0.7482043269810114,0.6790653598424499,0.3751981957691198,0.6008226275308604,YOLOv8x
2190,YOLOv8 XL,True,False,3,Distance Max,5%,110%,,0.8302027866143626,0.7660789741964236,0.49739413348971534,0.6978919647668338,0.7343434664911993,0.6845001734961834,0.3998042541383676,0.6062159647085835,YOLOv8x
2191,YOLOv8 XL,True,False,3,Distance Max,10%,90%,,0.8674146819264557,0.7976701375514679,0.5404141766095885,0.7351663320291706,0.7087046709440973,0.6649800525470271,0.3995377710610234,0.591074164850716,YOLOv8x
2192,YOLOv8 XL,True,False,3,Distance Max,10%,100%,,0.8375672418936733,0.7488085132210618,0.46054135856592526,0.68230570456022,0.6864706138171719,0.6265443683632085,0.3317998423290498,0.54827160816981,YOLOv8x
2193,YOLOv8 XL,True,False,3,Distance Max,10%,110%,,0.850622203569837,0.7667607141226687,0.4818869814408657,0.6997566330444572,0.7248627304631597,0.669378341592164,0.37409526883770805,0.5894454469643439,YOLOv8x
2194,YOLOv8 XL,True,False,3,Distance Max,15%,90%,,0.8445019544003893,0.7816216291206185,0.49690447690800194,0.7076760201430032,0.7079321253212965,0.6662689064326494,0.38835565916150655,0.5875188969718175,YOLOv8x
2195,YOLOv8 XL,True,False,3,Distance Max,15%,100%,,0.8240946425773816,0.7522879085619595,0.48957036982263197,0.688650973653991,0.6922759824835721,0.6415045618568337,0.3779584040337765,0.5705796494580608,YOLOv8x
2196,YOLOv8 XL,True,False,3,Distance Max,15%,110%,,0.7869344406651013,0.702430757248828,0.4314084350399954,0.6402578776513083,0.6847388318365539,0.6257143482794086,0.3285030765008777,0.5463187522056134,YOLOv8x
2197,YOLOv8 XL,True,False,3,Voronoi,0%,90%,,0.8646575995453681,0.7983042021298987,0.4834093934908989,0.7154570650553885,0.7276784569439844,0.6827241315932645,0.3721548734121189,0.5941858206497892,YOLOv8x
2198,YOLOv8 XL,True,False,3,Voronoi,0%,100%,,0.8686386372612646,0.7897059230545728,0.4817436758627628,0.7133627453928667,0.7413022566335017,0.6847643587478831,0.3791919836794152,0.6017528663536001,YOLOv8x
2199,YOLOv8 XL,True,False,3,Voronoi,0%,110%,,0.857925416508915,0.7648302311817,0.4627717167980335,0.6951757881628826,0.7290115072236634,0.6576180092206155,0.3677293024980894,0.5847862729807893,YOLOv8x
2200,YOLOv8 XL,True,False,3,Voronoi,5%,90%,,0.8735398597265104,0.7912187277285091,0.46621886395109824,0.7103258171353727,0.7711973814461063,0.7134494989796082,0.3985854961960194,0.6277441255405779,YOLOv8x
2201,YOLOv8 XL,True,False,3,Voronoi,5%,100%,,0.8673590068115191,0.7916941366750011,0.48705228344153717,0.7153684756426858,0.7401609705659217,0.6866873539250286,0.3821122444761601,0.6029868563223701,YOLOv8x
2202,YOLOv8 XL,True,False,3,Voronoi,5%,110%,,0.8477442888964413,0.7588955402661213,0.4723824421078227,0.693007423756795,0.7227674400375333,0.6561950756641549,0.3636491660797002,0.580870560593796,YOLOv8x
2203,YOLOv8 XL,True,False,3,Voronoi,10%,90%,,0.8677381058830105,0.7971774645588801,0.48590577429420523,0.7169404482453652,0.7742957858071662,0.7282543030903804,0.4085075807491361,0.6370192232155609,YOLOv8x
2204,YOLOv8 XL,True,False,3,Voronoi,10%,100%,,0.8408702006749369,0.757582640688487,0.4654383718912391,0.6879637377515543,0.7793617990877421,0.7203388938862254,0.4182232351921913,0.6393079760553863,YOLOv8x
2205,YOLOv8 XL,True,False,3,Voronoi,10%,110%,,0.861758212664836,0.7706918318816062,0.47405217404712063,0.7021674061978542,0.7395747481699703,0.6698507024686728,0.37186521274230505,0.593763554460316,YOLOv8x
2206,YOLOv8 XL,True,False,3,Voronoi,15%,90%,,0.866659478091207,0.7905713760147234,0.4594802090967012,0.7055703544008771,0.7677698077267148,0.7137776952881529,0.384950160020422,0.6221658876784298,YOLOv8x
2207,YOLOv8 XL,True,False,3,Voronoi,15%,100%,,0.866390192173871,0.7842984641177888,0.48087634180193806,0.7105216660311994,0.7285866164696644,0.6693181255949998,0.3660052116935754,0.58796998458608,YOLOv8x
2208,YOLOv8 XL,True,False,3,Voronoi,15%,110%,,0.861440183170895,0.7699439098405877,0.4680894672766859,0.6998245200960561,0.748208551967075,0.6797841945978211,0.375484549760416,0.601159098775104,YOLOv8x
2209,YOLOv8 XL,True,False,4,Random,0%,90%,,0.8591888196383339,0.7802919112476805,0.4645646333292407,0.7013484547384183,0.7240398430461173,0.6674662735956105,0.3582163837699406,0.5832408334705561,YOLOv8x
2210,YOLOv8 XL,True,False,4,Random,0%,100%,,0.8432725347643464,0.7652343040486658,0.46127367447193146,0.6899268377616479,0.7314840657222014,0.674901360729289,0.36009857456387834,0.5888280003384562,YOLOv8x
2211,YOLOv8 XL,True,False,4,Random,0%,110%,,0.8708691497937768,0.7720791367635844,0.4621894391590951,0.7017125752388187,0.7474345794244022,0.6724202754297616,0.37075015298444464,0.5968683359462029,YOLOv8x
2212,YOLOv8 XL,True,False,4,Random,5%,90%,,0.8801972252129905,0.7844093628833082,0.5273234308517545,0.7306433396493511,0.7201967776976956,0.6503534118713727,0.40668496736005083,0.5924117189763731,YOLOv8x
2213,YOLOv8 XL,True,False,4,Random,5%,100%,,0.8603473538594818,0.7853765102490253,0.4659872310791161,0.7039036983958744,0.7278197370447675,0.6747295825797454,0.3551544362811925,0.5859012519685685,YOLOv8x
2214,YOLOv8 XL,True,False,4,Random,5%,110%,,0.8592377663344792,0.7606392851080277,0.47520734795013364,0.6983614664642134,0.7251729301489925,0.6511085255834602,0.37121891769070464,0.5825001244743857,YOLOv8x
2215,YOLOv8 XL,True,False,4,Random,10%,90%,,0.8743022228433144,0.7967398218584775,0.46936585736844316,0.7134693006900782,0.7479102814294372,0.6927299231216832,0.3774082897053091,0.6060161647521433,YOLOv8x
2216,YOLOv8 XL,True,False,4,Random,10%,100%,,0.854308224130429,0.7746085592358299,0.45526959275463624,0.6947287920402982,0.7330997818383728,0.6754257218091362,0.35442116867693885,0.587648890774816,YOLOv8x
2217,YOLOv8 XL,True,False,4,Random,10%,110%,,0.8549960332538423,0.7582569237546813,0.4784619659999951,0.6972383076695062,0.7421311425663779,0.6690058722743,0.3811962676893071,0.597444427509995,YOLOv8x
2218,YOLOv8 XL,True,False,4,Random,15%,90%,,0.8753563296748285,0.7784163102332018,0.4563960428151694,0.7033895609077331,0.7380257456847858,0.664761772293194,0.35141461897516124,0.584734045651047,YOLOv8x
2219,YOLOv8 XL,True,False,4,Random,15%,100%,,0.870047551107662,0.7950251874909399,0.5005637436196081,0.7218788274060701,0.7244327818968598,0.6766046492613984,0.38093125073149686,0.5939895606299184,YOLOv8x
2220,YOLOv8 XL,True,False,4,Random,15%,110%,,0.8740466510314384,0.7805386036471162,0.4839279687318132,0.7128377411367892,0.7348533121139765,0.6648828944020687,0.37349772498117506,0.5910779771657402,YOLOv8x
2221,YOLOv8 XL,True,False,4,Distance Max,0%,90%,,0.8619157379689444,0.768026617026465,0.4809811258095082,0.7036411602683058,0.76849157686024,0.6995433563255379,0.3926351521849784,0.6202233617902521,YOLOv8x
2222,YOLOv8 XL,True,False,4,Distance Max,0%,100%,,0.8554781380747006,0.7664909893965118,0.4596578302792786,0.6938756525834969,0.7260400393506353,0.6569765210382741,0.34357530766580446,0.5755306226849046,YOLOv8x
2223,YOLOv8 XL,True,False,4,Distance Max,0%,110%,,0.8328374652183493,0.728521960578307,0.40197938715631176,0.6544462709843227,0.7198373620838405,0.6401463775790109,0.3115191389585254,0.5571676262071256,YOLOv8x
2224,YOLOv8 XL,True,False,4,Distance Max,5%,90%,,0.8691245366359962,0.7724195035783156,0.4852369270421606,0.7089269890854908,0.7264381090713832,0.6559576596245318,0.360273068564859,0.580889612420258,YOLOv8x
2225,YOLOv8 XL,True,False,4,Distance Max,5%,100%,,0.849929986592109,0.7549570790150648,0.4604767516262103,0.6884546057444613,0.7310735775750454,0.660683620320742,0.35674816090714306,0.5828351196009768,YOLOv8x
2226,YOLOv8 XL,True,False,4,Distance Max,5%,110%,,0.8330782845657815,0.7345874029994013,0.4522664975874616,0.6733107283842148,0.6791773291756455,0.6031778516073324,0.3270630401650763,0.5364727403160181,YOLOv8x
2227,YOLOv8 XL,True,False,4,Distance Max,10%,90%,,0.8236390680319883,0.7395134412037333,0.4770611930741438,0.6800712341032885,0.7252518813602136,0.6645913965557375,0.38220916442573016,0.590684147447227,YOLOv8x
2228,YOLOv8 XL,True,False,4,Distance Max,10%,100%,,0.8569903865653778,0.7884675656552246,0.49202454816896507,0.7124941667965224,0.6965476140970936,0.6529835301131324,0.3570559514893016,0.5688623652331759,YOLOv8x
2229,YOLOv8 XL,True,False,4,Distance Max,10%,110%,,0.7559509594874629,0.6790741408093623,0.4295315989167916,0.6215188997378722,0.6585526298092933,0.5876412523123314,0.32887640315597483,0.5250234284258665,YOLOv8x
2230,YOLOv8 XL,True,False,4,Distance Max,15%,90%,,0.6286682164602091,0.5493026550950749,0.3427814387218011,0.5069174367590283,0.559631830196097,0.4941653562765464,0.2614606701446644,0.4384192855391026,YOLOv8x
2231,YOLOv8 XL,True,False,4,Distance Max,15%,100%,,0.6473745760669884,0.5647385039234349,0.3627601044457262,0.5249577281453832,0.5748970355651437,0.5046695822654301,0.272064286878578,0.4505436349030506,YOLOv8x
2232,YOLOv8 XL,True,False,4,Distance Max,15%,110%,,0.6480585928390349,0.57087685707379,0.36674841137339004,0.528561287095405,0.5611795750551367,0.4963017807511959,0.26019509909097294,0.4392254849657686,YOLOv8x
2233,YOLOv8 XL,True,False,4,Voronoi,0%,90%,,0.8650035361621743,0.7850926645539477,0.4793861637328334,0.7098274548163184,0.7568402310764782,0.7039045217105883,0.3932404689403832,0.61799507390915,YOLOv8x
2234,YOLOv8 XL,True,False,4,Voronoi,0%,100%,,0.8682338130609302,0.7867943156521963,0.5272467616076443,0.7274249634402569,0.7079998559045042,0.6546218596063208,0.39594235006823153,0.5861880218596855,YOLOv8x
2235,YOLOv8 XL,True,False,4,Voronoi,0%,110%,,0.8649848175195884,0.7675272075174028,0.4728595286554791,0.70179051789749,0.761294304995226,0.6850108579625653,0.38072152586932106,0.6090088962757042,YOLOv8x
2236,YOLOv8 XL,True,False,4,Voronoi,5%,90%,,0.870403949273592,0.7953553345339256,0.46943192745184986,0.7117304037531225,0.7519388634835231,0.7008139426666578,0.379393108310803,0.610715304820328,YOLOv8x
2237,YOLOv8 XL,True,False,4,Voronoi,5%,100%,,0.8301479269258892,0.7460047569299978,0.4657876067345269,0.6806467635301381,0.7268056001519256,0.6641876716529979,0.37760047330824675,0.5895312483710566,YOLOv8x
2238,YOLOv8 XL,True,False,4,Voronoi,5%,110%,,0.8255590382612336,0.7229085029218318,0.44249192683832217,0.6636531560071292,0.7311637647846672,0.6527124142053894,0.3573512717156858,0.5804091502352475,YOLOv8x
2239,YOLOv8 XL,True,False,4,Voronoi,10%,90%,,0.8758180611031684,0.7838885678794533,0.4887077436512567,0.7161381242112927,0.7595949841060673,0.692696683873402,0.38937233636594965,0.6138880014484729,YOLOv8x
2240,YOLOv8 XL,True,False,4,Voronoi,10%,100%,,0.8578359979702928,0.7760875467913462,0.5025340502559436,0.7121525316725276,0.7465965230475309,0.6894382747137733,0.40141308775892537,0.6124826285067432,YOLOv8x
2241,YOLOv8 XL,True,False,4,Voronoi,10%,110%,,0.8551628632221834,0.7687631255685139,0.46073362916971455,0.6948865393201373,0.7485450321129798,0.6815245102837058,0.3717444787419512,0.6006046737128791,YOLOv8x
2242,YOLOv8 XL,True,False,4,Voronoi,15%,90%,,0.8689357131361114,0.7922636934876018,0.4828647245241264,0.7146880437159464,0.7418928113524965,0.6871820373970595,0.3773819960633961,0.6021522816043173,YOLOv8x
2243,YOLOv8 XL,True,False,4,Voronoi,15%,100%,,0.8767327180025314,0.8064306812934752,0.5006136847639767,0.727925694686661,0.7434881769257059,0.6952557182821317,0.38745452404760594,0.6087328064184813,YOLOv8x
2244,YOLOv8 XL,True,False,4,Voronoi,15%,110%,,0.8620261943407543,0.7824733312993425,0.4706264413556033,0.7050419889985668,0.7465031392673873,0.689133395235719,0.3765414919369934,0.6040593421467,YOLOv8x
2245,YOLOv8 XL,True,False,5,Random,0%,90%,,0.8826720450650123,0.8096374285545399,0.47484177243720915,0.7223837486855871,0.7632238965672942,0.7128251152245393,0.3797204597715766,0.61858982385447,YOLOv8x
2246,YOLOv8 XL,True,False,5,Random,0%,100%,,0.8591437483453371,0.7515095735380264,0.4182600423138046,0.6763044547323894,0.7439073421191347,0.6644337217313175,0.334279973972662,0.5808736792743714,YOLOv8x
2247,YOLOv8 XL,True,False,5,Random,0%,110%,,0.8317943359405902,0.7465700403104888,0.4556953677735743,0.6780199146748844,0.735119347141084,0.6616161494658096,0.35554505908467665,0.5840935185638568,YOLOv8x
2248,YOLOv8 XL,True,False,5,Random,5%,90%,,0.8613518488558415,0.780471690492411,0.44671341936066716,0.6961789862363066,0.7359831766078433,0.681431128019343,0.35297316255512845,0.5901291557274383,YOLOv8x
2249,YOLOv8 XL,True,False,5,Random,5%,100%,,0.8591300144034018,0.7712480036556201,0.45825592663990555,0.6962113148996425,0.7559689045821594,0.6865230624041774,0.37075509433080844,0.604415687105715,YOLOv8x
2250,YOLOv8 XL,True,False,5,Random,5%,110%,,0.8590355395163652,0.76974186241597,0.4888983846450538,0.7058919288591297,0.7383685674787471,0.6700581362156052,0.3724503065618359,0.593625670085396,YOLOv8x
2251,YOLOv8 XL,True,False,5,Random,10%,90%,,0.8707847940817709,0.7894612894920733,0.4444466768695263,0.7015642534811235,0.72528109939422,0.667034838813346,0.34244411013360176,0.5782533494470559,YOLOv8x
2252,YOLOv8 XL,True,False,5,Random,10%,100%,,0.8545135509262628,0.764575544740749,0.46852490769804017,0.6958713344550173,0.740535052757397,0.6726434860131885,0.36477300993383616,0.5926505162348072,YOLOv8x
2253,YOLOv8 XL,True,False,5,Random,10%,110%,,0.8769298918658203,0.7848254567759139,0.5028370709298455,0.72153080652386,0.7621899831338661,0.6932729134283333,0.39285172086130055,0.6161048724744999,YOLOv8x
2254,YOLOv8 XL,True,False,5,Random,15%,90%,,0.8731535334097815,0.8041349762175904,0.5224108940052484,0.7332331345442067,0.7134313675639123,0.6666631862265795,0.3861571304117741,0.5887505614007553,YOLOv8x
2255,YOLOv8 XL,True,False,5,Random,15%,100%,,0.8525741267823074,0.7465111181376061,0.4408363696080307,0.6799738715093147,0.7671322602150598,0.6867336343301076,0.3833348175108605,0.6124002373520093,YOLOv8x
2256,YOLOv8 XL,True,False,5,Random,15%,110%,,0.8547545569796393,0.7632865961320776,0.4959010847402193,0.704647412617312,0.6957755162550446,0.6291032986194716,0.3654223069042419,0.5634337072595861,YOLOv8x
2257,YOLOv8 XL,True,False,5,Distance Max,0%,90%,,0.8445700833540356,0.7333433797222053,0.41593897783666406,0.6646174803043017,0.7553992763292111,0.6636139057967759,0.34739612288795596,0.5888031016713144,YOLOv8x
2258,YOLOv8 XL,True,False,5,Distance Max,0%,100%,,0.8357851700636963,0.7358910194991634,0.40997457020960265,0.6605502532574875,0.7224068417370454,0.6437536713785198,0.30615716123185593,0.5574392247824737,YOLOv8x
2259,YOLOv8 XL,True,False,5,Distance Max,0%,110%,,0.8183806515975351,0.7103403230548164,0.3646560799186891,0.6311256848570136,0.7486614997173043,0.6608559705674528,0.30527744607426094,0.571598305453006,YOLOv8x
2260,YOLOv8 XL,True,False,5,Distance Max,5%,90%,,0.8357103343888326,0.7293647195325509,0.4619754750160667,0.6756835096458168,0.7076755004639863,0.6293225500403419,0.3518320631512334,0.5629433712185204,YOLOv8x
2261,YOLOv8 XL,True,False,5,Distance Max,5%,100%,,0.8231252484867326,0.7208535008896025,0.4353290919331244,0.6597692804364865,0.701026089418346,0.620513080901039,0.32405695215521013,0.5485320408248651,YOLOv8x
