model_name,image_name,base_box_AP@50,base_box_AP@75,base_box_AP@95,base_box_AP@50:95,base_box_AR@50,base_box_AR@75,base_box_AR@95,base_box_AR@50:95,base_mask_AP@50,base_mask_AP@75,base_mask_AP@95,base_mask_AP@50:95,base_mask_AR@50,base_mask_AR@75,base_mask_AR@95,base_mask_AR@50:95,sam_box_AP@50,sam_box_AP@75,sam_box_AP@95,sam_box_AP@50:95,sam_box_AR@50,sam_box_AR@75,sam_box_AR@95,sam_box_AR@50:95,sam_mask_AP@50,sam_mask_AP@75,sam_mask_AP@95,sam_mask_AP@50:95,sam_mask_AR@50,sam_mask_AR@75,sam_mask_AR@95,sam_mask_AR@50:95,segrefiner_box_AP@50,segrefiner_box_AP@75,segrefiner_box_AP@95,segrefiner_box_AP@50:95,segrefiner_box_AR@50,segrefiner_box_AR@75,segrefiner_box_AR@95,segrefiner_box_AR@50:95,segrefiner_mask_AP@50,segrefiner_mask_AP@75,segrefiner_mask_AP@95,segrefiner_mask_AP@50:95,segrefiner_mask_AR@50,segrefiner_mask_AR@75,segrefiner_mask_AR@95,segrefiner_mask_AR@50:95
yolov8n-seg,Cu-Ni-Powder_250x_10_SE_png.rf.cd93ec4589ad8f4e412cb1ec0e805016.jpg,1.0,1.0,0.29462946294629466,0.7648764876487648,0.5,0.5,0.032575757575757563,0.34419191919191916,1.0,0.8982898289828983,0.031353135313531344,0.6432143214321433,0.5,0.42727272727272725,-0.17727272727272725,0.25,1.0,1.0,0.8982898289828983,0.9660966096609661,0.5,0.5,0.42727272727272725,0.47575757575757577,1.0,1.0,0.8982898289828983,0.9660966096609661,0.5,0.5,0.42727272727272725,0.47575757575757577,0.37444994499449946,0.21837183718371833,0.060781078107810776,0.21786762009534283,0.09696969696969697,0.024242424242424246,-0.10454545454545452,0.005555555555555564,0.8068556855685569,0.46174617461746176,0.36716171617161714,0.5452545254525453,0.3712121212121212,0.16969696969696968,0.04090909090909092,0.19393939393939394
yolov8n-seg,Cu-Ni-Powder_250x_1_SE_V1_png.rf.675fe4943c221bb28cfe029af5482897.jpg,0.7037569224243305,0.4692243277412256,0.00028438217971457006,0.39108854411509025,0.7658391955266955,0.5839984668109668,0.006572420634920634,0.4521366943241944,0.645968596107038,0.3461686397593369,0.0,0.3307124119554583,0.7142180735930735,0.453226461038961,0.0,0.3891481782106782,0.6956534653983764,0.5306563572958971,0.2402989758395813,0.488869599511285,0.7618709415584416,0.6332972582972582,0.37970102813852813,0.591623075998076,0.6482889284228455,0.434494694891302,0.12709682845795342,0.4032934839240336,0.7347582972582973,0.5733225108225108,0.23838834776334777,0.5154897186147186,0.7213949162818276,0.5144744371492207,0.1312030636881137,0.45569080570638737,0.773234577922078,0.6193294552669553,0.24838789682539683,0.5469839766714767,0.6335756460458979,0.44976744844095967,0.04029225453151861,0.37454511633945875,0.7142180735930735,0.572499549062049,0.09009740259740259,0.45893834175084164
yolov8n-seg,Cu-Ni-Powder_250x_6_SE_V1_png.rf.e53ddff8f68997450136adf624221578.jpg,0.765348850029334,0.37621026499379834,0.0502049563930752,0.3972546904720691,0.831736576487135,0.5122197402167619,0.08849176801522296,0.47748269490637324,0.6999110086503745,0.3556605287346365,0.0,0.351857179128337,0.8142963514519731,0.4586084222718624,0.0,0.4243015912412786,0.7690337638915374,0.5469775460047445,0.20221484474420676,0.5060753848801629,0.8234466782493588,0.6551832547364937,0.33480598990651117,0.6044786409641212,0.7308845059608233,0.5152900941995979,0.12773664859499054,0.4579704162518039,0.858757342599487,0.6726234797716555,0.20228344502357903,0.5778880891315739,0.6719611605708867,0.47218100183593104,0.14024720481807973,0.42812978907496585,0.7519649209894927,0.6102920493091751,0.22015388433854555,0.5274702848790711,0.7030628544437386,0.4842713137733886,0.09438804588183425,0.42724073803298707,0.8051460246545874,0.6102920493091751,0.1238024323653512,0.5130801687763713
yolov8n-seg,HP743_5S_500x_png.rf.9ff406796462449f85c2039537f32d6f.jpg,0.927919682724575,0.927919682724575,0.19426109277594428,0.6833668194083647,0.453125,0.453125,-0.0625,0.28125,0.9974762182100564,0.927919682724575,0.1078107810781078,0.677735560670913,0.5,0.453125,-0.15625,0.265625,0.927919682724575,0.927919682724575,0.8673974540311173,0.9077456064934225,0.453125,0.453125,0.40625,0.4375,0.9974762182100564,0.927919682724575,0.8104667609618104,0.9119542206321473,0.5,0.453125,0.359375,0.4375,0.16336633663366337,0.16336633663366337,0.11468646864686469,0.14713971397139713,-0.0625,-0.0625,-0.109375,-0.078125,0.9175472169065648,0.8508218468905713,0.5187411598302688,0.7623700745424683,0.453125,0.40625,0.171875,0.34375
yolov8n-seg,MW_FeMnAl_500_22-11_png.rf.7095906a9fa6befd1eb267219b11b181.jpg,0.9248772866840068,0.6419123302409945,0.004191992259301024,0.5236605363947674,0.9663795498749652,0.736257756784292,0.039087733922190865,0.5805750135271494,0.8683765685731633,0.588138357723244,0.0,0.4855049754321357,0.9241260974052247,0.6756792822567672,0.0,0.5332684598873306,0.926918540204329,0.8028108675730908,0.12967517141439064,0.6198015263972703,0.970468161233871,0.867772358793622,0.2581749072598139,0.6988051424291023,0.8917546135298633,0.8251563926352464,0.16021513186369185,0.6257087126762672,0.9577465475302593,0.8900498676532955,0.2528400920333621,0.7002121690723057,0.7800559965591802,0.5310116807563118,0.028683200815906678,0.44658362604379953,0.8171318299917618,0.6356686555232205,0.11640270445494119,0.5230677299899745,0.75761247338178,0.6441065447417232,0.032068915064756884,0.47792931106275344,0.8008511136134306,0.7082407150134297,0.09188236985907391,0.5336580661619781
yolov8n-seg,OMG_Cu_1250_07_png.rf.ff417e92b36bba2bb91175ce144ff6ab.jpg,0.8886807728391886,0.8433883724506904,0.1391962725684333,0.6237551392861042,0.46886446886446886,0.43772893772893773,-0.12545787545787546,0.26037851037851034,0.8669353494489235,0.6623512351235125,0.010726072607260726,0.5133375523932322,0.46886446886446886,0.2891483516483516,-0.21886446886446886,0.17971611721611722,0.8886807728391886,0.789521587905397,0.48840662993254724,0.7222029968923775,0.46886446886446886,0.4065934065934066,0.19574175824175824,0.3570665445665446,0.8901626721811968,0.8166834899808767,0.4102781706742103,0.7057081109454278,0.46886446886446886,0.4065934065934066,0.06627747252747254,0.31391178266178266,0.8331473623552832,0.7745507052738345,0.3463060801878507,0.6513347159389894,0.425709706959707,0.3945741758241758,0.0853937728937729,0.30189255189255193,0.8099758516558261,0.7016570090188742,0.046754675467546754,0.5194625120474157,0.425709706959707,0.33230311355311354,-0.14457417582417584,0.2044795482295482
yolov8n-seg,RHA_00-45_500X07_png.rf.2e24ff0e093484de86e43a21ef7e62cb.jpg,1.0,0.8910891089108911,0.3407340734073407,0.7439410607727439,0.5,0.41964285714285715,0.0875,0.3357142857142857,0.9982398239823983,0.9982398239823983,0.47934793479347937,0.8252758609194254,0.5,0.5,0.13571428571428573,0.3785714285714286,1.0,1.0,0.8910891089108911,0.9636963696369637,0.5,0.5,0.41964285714285715,0.47321428571428575,0.9982398239823983,0.9982398239823983,0.7561986967927562,0.9175594482525176,0.5,0.5,0.3392857142857143,0.4464285714285714,0.7462892443090463,0.5447194719471947,0.17236723672367235,0.48779198432663773,0.37142857142857144,0.21071428571428572,-0.0357142857142857,0.18214285714285716,0.9982398239823983,0.9982398239823983,0.3293979397939794,0.7752925292529254,0.5,0.5,0.04999999999999999,0.35000000000000003
yolov8n-seg,Rec-Cu-Ni-Powder_250x_7_SE_V1_png.rf.4c7c94e7a5f2b5ab0a942ce1b6f7193a.jpg,0.7448706659129946,0.42828413883187716,0.00034855526368963427,0.3911677866695205,0.8402364684954168,0.5482700144653304,0.011122819341997424,0.46654310076758154,0.6795760503684712,0.3531860870039446,0.0,0.34425404579080526,0.805286455087604,0.4721665137042954,0.0,0.42581765626396645,0.7926194907547577,0.6134057329350512,0.18340461521427054,0.5298099463013599,0.8828846437109804,0.7355790475543016,0.286515517182773,0.6349930694826851,0.6833434117598755,0.5291569218539262,0.14173176136612894,0.45141069832664354,0.8266105426953858,0.6706852336547432,0.2356281465870507,0.5776413076457265,0.6862237310563053,0.4995488281236627,0.0094869384453481,0.39841983254177205,0.7827471664192831,0.651247681959127,0.0705420910900363,0.5015123131561487,0.6600885041894333,0.47264531718745234,0.001684072516840725,0.37813929796457546,0.7746826502902509,0.6085560729838237,0.021367521367521368,0.4682020815471986
yolov8n-seg,Rec-Cu-Ni-Powder_250x_8_SE_V1_png.rf.cb5407549469443a93d2dc62dd52a6a1.jpg,0.780284166784497,0.5351549736884571,0.023180889517523177,0.44620667666349234,0.8383341711700389,0.6362734856101546,0.04079152004524318,0.5051330589418123,0.6618385904097743,0.4645953178515165,0.0,0.3754779694204304,0.7759673086590424,0.5321191246701018,0.0,0.43602881110971475,0.7693071971782659,0.634394699907541,0.2985436289853923,0.5674151753570664,0.8533598561015459,0.7333464245318587,0.42224456453437226,0.6696502817225922,0.6731056834161635,0.5650962111577261,0.18814381194519045,0.47544856883969344,0.8021973576724897,0.6936203971345984,0.263431569687068,0.586416441498052,0.7147184084660458,0.4926131480408778,0.07789977726103109,0.4284104445893182,0.7817530947593314,0.5825177516652005,0.16316608018097273,0.5091456422018349,0.6107897241925891,0.5015082230895659,0.005577231884378337,0.37262505972217774,0.6814876052532362,0.5762677516652004,0.03507328452934523,0.4309428804825939
yolov8n-seg,Rec-Cu-Ni-Powder_250x_9_SE_png.rf.2b9d131a9fe115a2fb24f4512af0c9a6.jpg,1.0,0.5754950495049505,0.19306930693069305,0.5895214521452146,1.0,0.5865384615384616,0.18846153846153846,0.5916666666666667,0.7301980198019802,0.5597434743474348,0.146039603960396,0.47866036603660367,0.7307692307692308,0.5865384615384616,0.14423076923076922,0.4871794871794872,1.0,1.0,0.7301980198019802,0.9100660066006601,1.0,1.0,0.7307692307692308,0.9102564102564102,1.0,0.7301980198019802,0.4671538582429672,0.7324506260149825,1.0,0.7307692307692308,0.4980769230769231,0.742948717948718,0.1021923620933522,0.04596888260254597,0.0,0.049387081565299376,0.1326923076923077,0.08846153846153847,0.0,0.07371794871794872,0.15511551155115513,0.12367799279927993,0.0,0.09293116811681168,0.2653846153846154,0.22115384615384615,0.0,0.1621794871794872
