model_name,image_name,base_box_AP@50,base_box_AP@75,base_box_AP@95,base_box_AP@50:95,base_box_AR@50,base_box_AR@75,base_box_AR@95,base_box_AR@50:95,base_mask_AP@50,base_mask_AP@75,base_mask_AP@95,base_mask_AP@50:95,base_mask_AR@50,base_mask_AR@75,base_mask_AR@95,base_mask_AR@50:95,base_precision,base_recall,sam_box_AP@50,sam_box_AP@75,sam_box_AP@95,sam_box_AP@50:95,sam_box_AR@50,sam_box_AR@75,sam_box_AR@95,sam_box_AR@50:95,sam_mask_AP@50,sam_mask_AP@75,sam_mask_AP@95,sam_mask_AP@50:95,sam_mask_AR@50,sam_mask_AR@75,sam_mask_AR@95,sam_mask_AR@50:95,sam_precision,sam_recall,dualsight_box_AP@50,dualsight_box_AP@75,dualsight_box_AP@95,dualsight_box_AP@50:95,dualsight_box_AR@50,dualsight_box_AR@75,dualsight_box_AR@95,dualsight_box_AR@50:95,dualsight_mask_AP@50,dualsight_mask_AP@75,dualsight_mask_AP@95,dualsight_mask_AP@50:95,dualsight_mask_AR@50,dualsight_mask_AR@75,dualsight_mask_AR@95,dualsight_mask_AR@50:95,dualsight_precision,dualsight_recall,zfr_box_AP@50,zfr_box_AP@75,zfr_box_AP@95,zfr_box_AP@50:95,zfr_box_AR@50,zfr_box_AR@75,zfr_box_AR@95,zfr_box_AR@50:95,zfr_mask_AP@50,zfr_mask_AP@75,zfr_mask_AP@95,zfr_mask_AP@50:95,zfr_mask_AR@50,zfr_mask_AR@75,zfr_mask_AR@95,zfr_mask_AR@50:95,zfr_precision,zfr_recall,segrefiner_small_box_AP@50,segrefiner_small_box_AP@75,segrefiner_small_box_AP@95,segrefiner_small_box_AP@50:95,segrefiner_small_box_AR@50,segrefiner_small_box_AR@75,segrefiner_small_box_AR@95,segrefiner_small_box_AR@50:95,segrefiner_small_mask_AP@50,segrefiner_small_mask_AP@75,segrefiner_small_mask_AP@95,segrefiner_small_mask_AP@50:95,segrefiner_small_mask_AR@50,segrefiner_small_mask_AR@75,segrefiner_small_mask_AR@95,segrefiner_small_mask_AR@50:95,segrefiner_small_precision,segrefiner_small_recall,segrefiner_large_box_AP@50,segrefiner_large_box_AP@75,segrefiner_large_box_AP@95,segrefiner_large_box_AP@50:95,segrefiner_large_box_AR@50,segrefiner_large_box_AR@75,segrefiner_large_box_AR@95,segrefiner_large_box_AR@50:95,segrefiner_large_mask_AP@50,segrefiner_large_mask_AP@75,segrefiner_large_mask_AP@95,segrefiner_large_mask_AP@50:95,segrefiner_large_mask_AR@50,segrefiner_large_mask_AR@75,segrefiner_large_mask_AR@95,segrefiner_large_mask_AR@50:95,segrefiner_large_precision,segrefiner_large_recall
yolov8n-seg,Cu-Ni-Powder_250x_10_SE_png.rf.cd93ec4589ad8f4e412cb1ec0e805016.jpg,1.0,1.0,0.29462946294629466,0.7648764876487648,0.5,0.5,0.032575757575757563,0.34419191919191916,1.0,0.8982898289828983,0.031353135313531344,0.6432143214321433,0.5,0.42727272727272725,-0.17727272727272725,0.25,,,1.0,1.0,0.8982898289828983,0.9660966096609661,0.5,0.5,0.42727272727272725,0.47575757575757577,1.0,1.0,0.8982898289828983,0.9660966096609661,0.5,0.5,0.42727272727272725,0.47575757575757577,,,1.0,1.0,0.8982898289828983,0.9660966096609661,0.5,0.5,0.42727272727272725,0.47575757575757577,1.0,1.0,0.8982898289828983,0.9660966096609661,0.5,0.5,0.42727272727272725,0.47575757575757577,,,1.0,1.0,0.8982898289828983,0.9660966096609661,0.5,0.5,0.42727272727272725,0.47575757575757577,1.0,1.0,0.8982898289828983,0.9660966096609661,0.5,0.5,0.42727272727272725,0.47575757575757577,,,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,-0.25,0.8068556855685569,0.46174617461746176,0.36716171617161714,0.5452545254525453,0.3712121212121212,0.16969696969696968,0.04090909090909092,0.19393939393939394,,,0.7657622905147657,0.6344520166302344,0.23391089108910892,0.5447083994113697,0.3712121212121212,0.29848484848484846,-0.03181818181818183,0.2126262626262626,1.0,0.8982898289828983,0.5536303630363036,0.8173067306730674,0.5,0.42727272727272725,0.16969696969696968,0.3656565656565656,,
yolov8n-seg,Cu-Ni-Powder_250x_1_SE_V1_png.rf.675fe4943c221bb28cfe029af5482897.jpg,0.7037569224243305,0.4692243277412256,0.00028438217971457006,0.39108854411509025,0.7658391955266955,0.5839984668109668,0.006572420634920634,0.4521366943241944,0.645968596107038,0.3461686397593369,0.0,0.3307124119554583,0.7142180735930735,0.453226461038961,0.0,0.3891481782106782,,,0.6956534653983764,0.5306563572958971,0.2402989758395813,0.488869599511285,0.7618709415584416,0.6332972582972582,0.37970102813852813,0.591623075998076,0.6482889284228455,0.434494694891302,0.12709682845795342,0.4032934839240336,0.7347582972582973,0.5733225108225108,0.23838834776334777,0.5154897186147186,,,0.6973212185728954,0.548313438881865,0.20468813400749414,0.4834409304874181,0.7618709415584416,0.652056277056277,0.3525883838383838,0.5888385341510342,0.6236911403978584,0.41479683840473236,0.10102113401553654,0.3798363709393758,0.707645652958153,0.5462098665223665,0.1999120670995671,0.4845891955266955,,,0.7119564276074486,0.556243991957466,0.18986302247528802,0.48602114734673413,0.7750157828282829,0.6332972582972582,0.2971342893217893,0.5684824434824435,0.6579554443481419,0.4430836687370576,0.12053195903542081,0.4071903573735402,0.7413307178932179,0.5677083333333333,0.2270247113997114,0.5120212542087542,,,0.7011108167992441,0.5117447905492646,0.10778325932549458,0.440212955558001,0.773234577922078,0.6324742965367965,0.19032963564213567,0.5320128367003366,0.6294456793502858,0.4443718940406237,0.033668501196263495,0.36916202486239097,0.707645652958153,0.5659271284271284,0.08352498196248197,0.45236592111592105,,,0.6216461361820492,0.463291370284426,0.1439856164255758,0.40964104096401704,0.7068226911976911,0.5698953823953825,0.26892812049062054,0.5152153980278981,0.6069985400742234,0.415577156982814,0.08818010806794893,0.37025193504166215,0.7050414862914863,0.5427827380952381,0.1604775432900433,0.4694339225589226,,
yolov8n-seg,Cu-Ni-Powder_250x_6_SE_V1_png.rf.e53ddff8f68997450136adf624221578.jpg,0.765348850029334,0.37621026499379834,0.0502049563930752,0.3972546904720691,0.831736576487135,0.5122197402167619,0.08849176801522296,0.47748269490637324,0.6999110086503745,0.3556605287346365,0.0,0.351857179128337,0.8142963514519731,0.4586084222718624,0.0,0.4243015912412786,,,0.7690337638915374,0.5469775460047445,0.20221484474420676,0.5060753848801629,0.8234466782493588,0.6551832547364937,0.33480598990651117,0.6044786409641212,0.7308845059608233,0.5152900941995979,0.12773664859499054,0.4579704162518039,0.858757342599487,0.6726234797716555,0.20228344502357903,0.5778880891315739,,,0.7460595446151936,0.5003639145676785,0.20846112222084973,0.48496152713457386,0.8408869032845205,0.6281624886241416,0.33480598990651117,0.6012851272717245,0.7218343933115692,0.49803191580764994,0.1652398873881057,0.4617020655024415,0.858757342599487,0.6726234797716555,0.22015388433854555,0.5838449022365627,,,0.7828693776661895,0.5297570320904386,0.22568087735291648,0.5127690957031814,0.8408869032845205,0.6634731529742699,0.37054686853644414,0.6249689749317449,0.7857926675346312,0.5659264954841289,0.1267442696857345,0.4928211442348315,0.8853478944320343,0.6996442458840076,0.20228344502357903,0.5957585284465404,,,0.7299701147819655,0.5119833919795665,0.14197000842641622,0.46130783839598277,0.7964259121370066,0.6368826011417225,0.20228344502357903,0.5451973194341028,0.7236185105673745,0.5079085305409419,0.066988529168762,0.4328385234256928,0.831736576487135,0.6281624886241416,0.09678166625299908,0.5188935771214253,,,0.5791442013052739,0.31907972927546474,0.12638396945597402,0.34153596667890423,0.7070737155621742,0.4498883097542814,0.2293042111359312,0.46208874548412887,0.641893074473523,0.3519960994817776,0.12750246659184977,0.37379721351571676,0.7423843799123024,0.4851989741044097,0.17698353603044592,0.46818896334905263,,
yolov8n-seg,HP743_5S_500x_png.rf.9ff406796462449f85c2039537f32d6f.jpg,0.927919682724575,0.927919682724575,0.19426109277594428,0.6833668194083647,0.453125,0.453125,-0.0625,0.28125,0.9974762182100564,0.927919682724575,0.1078107810781078,0.677735560670913,0.5,0.453125,-0.15625,0.265625,,,0.927919682724575,0.927919682724575,0.8673974540311173,0.9077456064934225,0.453125,0.453125,0.40625,0.4375,0.9974762182100564,0.927919682724575,0.8104667609618104,0.9119542206321473,0.5,0.453125,0.359375,0.4375,,,0.927919682724575,0.927919682724575,0.8673974540311173,0.9077456064934225,0.453125,0.453125,0.40625,0.4375,0.9974762182100564,0.927919682724575,0.8104667609618104,0.9119542206321473,0.5,0.453125,0.359375,0.4375,,,0.927919682724575,0.927919682724575,0.8673974540311173,0.9077456064934225,0.453125,0.453125,0.40625,0.4375,0.9974762182100564,0.927919682724575,0.8104667609618104,0.9119542206321473,0.5,0.453125,0.359375,0.4375,,,0.23951659871869538,0.18171228887594643,0.13242574257425743,0.18455154338963306,-0.015625,-0.0625,-0.109375,-0.0625,0.9175472169065648,0.8508218468905713,0.594923778092095,0.7877642806297437,0.453125,0.40625,0.21875,0.359375,,,0.8663782344621018,0.8663782344621018,0.7345198805594846,0.8224254498278958,0.40625,0.40625,0.3125,0.375,0.9974762182100564,0.927919682724575,0.8104667609618104,0.9119542206321473,0.5,0.453125,0.359375,0.4375,,
yolov8n-seg,MW_FeMnAl_500_22-11_png.rf.7095906a9fa6befd1eb267219b11b181.jpg,0.9248772866840068,0.6419123302409945,0.004191992259301024,0.5236605363947674,0.9663795498749652,0.736257756784292,0.039087733922190865,0.5805750135271494,0.8683765685731633,0.588138357723244,0.0,0.4855049754321357,0.9241260974052247,0.6756792822567672,0.0,0.5332684598873306,0.22917266365576455,0.1912825908650301,0.926918540204329,0.8028108675730908,0.12967517141439064,0.6198015263972703,0.970468161233871,0.867772358793622,0.2581749072598139,0.6988051424291023,0.8917546135298633,0.8251563926352464,0.16021513186369185,0.6257087126762672,0.9577465475302593,0.8900498676532955,0.2528400920333621,0.7002121690723057,0.2505576852272973,0.19169683764011897,0.9237035214206217,0.7645293410176396,0.12309556600109062,0.6037761428131173,0.9684238555544181,0.8281551161872449,0.24037939388621593,0.6789861218759596,0.8948000990226783,0.7879395073623628,0.13592251421815152,0.6062207068677309,0.9613056502049789,0.864077131561886,0.20511935576646534,0.6768340458444434,0.2536852822024731,0.19818394213801047,0.9278057034117619,0.8102587579382717,0.13501546272714435,0.6243599746923926,0.970468161233871,0.8789791755019669,0.27142602964761164,0.7069577887944831,0.8935643740978988,0.8348789597991346,0.1466814276961155,0.6250415871977164,0.9577465475302593,0.9033009900410932,0.22647397181478288,0.6958405031287117,0.2517952685547407,0.19144000463956387,0.7924596403370592,0.4958747026174766,0.030293253960764977,0.4395425323051002,0.8283386467001068,0.6184650463335333,0.11079929610076872,0.5192009963781362,0.7717740079750142,0.6353467137144749,0.015361885657727666,0.47416086911573885,0.806454521967603,0.7026373066592572,0.06551624964049468,0.5248693594224516,0.2561850125493008,0.17758759248059253,0.7876360146533584,0.5669908282863959,0.08837417049068688,0.48100033781014706,0.8232647470301204,0.6315800441643147,0.19918495878484765,0.5513432499930943,0.7819575524349822,0.6503686489647535,0.084861724242561,0.5057293085474323,0.8212204413506676,0.7189180230375884,0.14672131147540984,0.5622865919545553,0.239525601550918,0.1740167852793266
yolov8n-seg,OMG_Cu_1250_07_png.rf.ff417e92b36bba2bb91175ce144ff6ab.jpg,0.8886807728391886,0.8433883724506904,0.1391962725684333,0.6237551392861042,0.46886446886446886,0.43772893772893773,-0.12545787545787546,0.26037851037851034,0.8669353494489235,0.6623512351235125,0.010726072607260726,0.5133375523932322,0.46886446886446886,0.2891483516483516,-0.21886446886446886,0.17971611721611722,,,0.8886807728391886,0.789521587905397,0.48840662993254724,0.7222029968923775,0.46886446886446886,0.4065934065934066,0.19574175824175824,0.3570665445665446,0.8901626721811968,0.8166834899808767,0.4102781706742103,0.7057081109454278,0.46886446886446886,0.4065934065934066,0.06627747252747254,0.31391178266178266,,,0.8886807728391886,0.8886807728391886,0.42949604484257947,0.7356191968403188,0.46886446886446886,0.46886446886446886,0.16460622710622713,0.36744505494505497,0.8901626721811968,0.8166834899808767,0.44003352716224003,0.7156265631081044,0.46886446886446886,0.4065934065934066,0.09741300366300365,0.32429029304029305,,,0.8742994960018275,0.7372113568822946,0.5524704118763525,0.7213270882534915,0.46886446886446886,0.36343864468864473,0.19574175824175824,0.34268162393162394,0.8901626721811968,0.775898766347223,0.4102781706742103,0.6921132030675432,0.46886446886446886,0.36343864468864473,0.06627747252747254,0.299526862026862,,,0.8331473623552832,0.7885407448307856,0.368992613547069,0.6635602402443793,0.425709706959707,0.3945741758241758,0.05425824175824176,0.29151404151404153,0.8099758516558261,0.7016570090188742,0.10506050605060506,0.5388977889084352,0.425709706959707,0.33230311355311354,-0.11343864468864469,0.21485805860805862,,,0.7796576519182159,0.6994631981217737,0.31372179234730196,0.5976142141290972,0.41369047619047616,0.3514194139194139,0.03514194139194139,0.2667506105006105,0.7748981991222975,0.6661173626172593,0.15621562156215624,0.5324103944339044,0.41369047619047616,0.32028388278388276,-0.08940018315018315,0.2148580586080586,,
yolov8n-seg,RHA_00-45_500X07_png.rf.2e24ff0e093484de86e43a21ef7e62cb.jpg,1.0,0.8910891089108911,0.3407340734073407,0.7439410607727439,0.5,0.41964285714285715,0.0875,0.3357142857142857,0.9982398239823983,0.9982398239823983,0.47934793479347937,0.8252758609194254,0.5,0.5,0.13571428571428573,0.3785714285714286,,,1.0,1.0,0.8910891089108911,0.9636963696369637,0.5,0.5,0.41964285714285715,0.47321428571428575,0.9982398239823983,0.9982398239823983,0.7561986967927562,0.9175594482525176,0.5,0.5,0.3392857142857143,0.4464285714285714,,,1.0,0.8910891089108911,0.8910891089108911,0.9273927392739274,0.5,0.41964285714285715,0.41964285714285715,0.44642857142857145,0.9817381738173818,0.9817381738173818,0.7561986967927562,0.9065583481425066,0.5,0.5,0.3392857142857143,0.4464285714285714,,,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.9817381738173818,0.9817381738173818,0.7561986967927562,0.9065583481425066,0.5,0.5,0.3392857142857143,0.4464285714285714,,,0.7985973597359736,0.6007150715071506,0.18894389438943895,0.5294187752108545,0.37142857142857144,0.24821428571428572,-0.07857142857142857,0.18035714285714285,0.9982398239823983,0.9982398239823983,0.4031053105310531,0.7998616528319499,0.5,0.5,0.09285714285714286,0.36428571428571427,,,0.8656046373868156,0.7447006239085446,0.582927523521583,0.7310775949389812,0.41964285714285715,0.3392857142857143,0.21607142857142858,0.325,0.9817381738173818,0.8590501357828091,0.5213213629055213,0.7873698908352373,0.5,0.41964285714285715,0.21607142857142858,0.3785714285714286,,
yolov8n-seg,Rec-Cu-Ni-Powder_250x_7_SE_V1_png.rf.4c7c94e7a5f2b5ab0a942ce1b6f7193a.jpg,0.7448706659129946,0.42828413883187716,0.00034855526368963427,0.3911677866695205,0.8402364684954168,0.5482700144653304,0.011122819341997424,0.46654310076758154,0.6795760503684712,0.3531860870039446,0.0,0.34425404579080526,0.805286455087604,0.4721665137042954,0.0,0.42581765626396645,0.0,,0.7926194907547577,0.6134057329350512,0.18340461521427054,0.5298099463013599,0.8828846437109804,0.7355790475543016,0.286515517182773,0.6349930694826851,0.6833434117598755,0.5291569218539262,0.14173176136612894,0.45141069832664354,0.8266105426953858,0.6706852336547432,0.2356281465870507,0.5776413076457265,0.0,,0.7803609335341452,0.6564778442628412,0.14830714378825363,0.5283819738617467,0.8615605561031986,0.756946568921823,0.25406861023299376,0.6241919117526719,0.6779297434398371,0.5468097480164263,0.11422238856899598,0.44632062667508643,0.8210491330243872,0.6920527550222646,0.21894391757405457,0.5773486018735687,0.0,,0.7806095663168644,0.6251824545895289,0.2136098791382117,0.5398006333482017,0.8671219657741973,0.7355790475543016,0.31896242413255227,0.6405544791536838,0.6861045348781509,0.5274614850192259,0.14905967159117983,0.4542085638295189,0.8266105426953858,0.6706852336547432,0.24118955625804941,0.5794951108693928,0.0,,0.7288566493155851,0.5258694118380716,0.014381182507284502,0.42303574788698034,0.8059143561794909,0.641002979933603,0.08722632010303244,0.5113812187387088,0.6572434540565326,0.4444619769777332,0.0018340875183408753,0.3678465061842022,0.7644813820244665,0.5927499612873011,0.021367521367521368,0.45953295489309626,0.0,,0.6722509792724317,0.4479252919007611,0.03935168787732997,0.3865093196835076,0.7697491417111391,0.5788303855029441,0.13547933874933432,0.49468628865447245,0.6219175726225564,0.43583990001688255,0.01079166963283544,0.35618304742409146,0.7227547578851158,0.5612246054137349,0.0380517503805175,0.4406770378931227,0.0,
yolov8n-seg,Rec-Cu-Ni-Powder_250x_8_SE_V1_png.rf.cb5407549469443a93d2dc62dd52a6a1.jpg,0.780284166784497,0.5351549736884571,0.023180889517523177,0.44620667666349234,0.8383341711700389,0.6362734856101546,0.04079152004524318,0.5051330589418123,0.6618385904097743,0.4645953178515165,0.0,0.3754779694204304,0.7759673086590424,0.5321191246701018,0.0,0.43602881110971475,0.0,,0.7693071971782659,0.634394699907541,0.2985436289853923,0.5674151753570664,0.8533598561015459,0.7333464245318587,0.42224456453437226,0.6696502817225922,0.6731056834161635,0.5650962111577261,0.18814381194519045,0.47544856883969344,0.8021973576724897,0.6936203971345984,0.263431569687068,0.586416441498052,0.0,,0.8204438923052294,0.661226753691232,0.28924099493884137,0.5903038803117676,0.8827149051149931,0.7512650025135101,0.39518309350257635,0.6763876670436931,0.6832640353651194,0.5517106952797699,0.20354264939689795,0.4795057933472624,0.8086794646223451,0.6821839261028027,0.26914980520296594,0.5866710653093713,0.0,,0.7694339051456549,0.6523438086671367,0.311039243359535,0.5776056523907755,0.8533598561015459,0.7481400025135101,0.40974456453437225,0.670414807716476,0.6731056834161635,0.5686595150999737,0.21288847688237772,0.4848845584661717,0.8021973576724897,0.6993386326504965,0.28058627623476184,0.5940407555192494,0.0,,0.6862204902395606,0.4903233497012418,0.07259057220164503,0.4163781373808158,0.7578841743119267,0.5913609871810984,0.14601137363327887,0.49841884504210127,0.6159888471217024,0.4978831703997162,0.005577231884378337,0.3731497498019323,0.687205840769134,0.5614741736835491,0.03507328452934523,0.4279177663273428,0.0,,0.6492220234001854,0.43954131993970275,0.13011486198634054,0.40629273510874286,0.7202176542666834,0.5357758891542038,0.22446941372376522,0.49348765238155073,0.6010378181063921,0.471111933341092,0.03847654502292334,0.3702087654901358,0.6700511342214402,0.5386012316199573,0.08882901847429936,0.4324937947718989,0.0,
yolov8n-seg,Rec-Cu-Ni-Powder_250x_9_SE_png.rf.2b9d131a9fe115a2fb24f4512af0c9a6.jpg,1.0,0.5754950495049505,0.19306930693069305,0.5895214521452146,1.0,0.5865384615384616,0.18846153846153846,0.5916666666666667,0.7301980198019802,0.5597434743474348,0.146039603960396,0.47866036603660367,0.7307692307692308,0.5865384615384616,0.14423076923076922,0.4871794871794872,,,1.0,1.0,0.7301980198019802,0.9100660066006601,1.0,1.0,0.7307692307692308,0.9102564102564102,1.0,0.7301980198019802,0.4671538582429672,0.7324506260149825,1.0,0.7307692307692308,0.4980769230769231,0.742948717948718,,,1.0,1.0,0.6557343234323433,0.8852447744774476,1.0,1.0,0.6865384615384615,0.8955128205128206,1.0,0.7301980198019802,0.4208274398868459,0.717008486562942,1.0,0.7307692307692308,0.45384615384615384,0.7282051282051282,,,1.0,1.0,0.6557343234323433,0.8852447744774476,1.0,1.0,0.6865384615384615,0.8955128205128206,1.0,1.0,0.4671538582429672,0.8223846194143224,1.0,1.0,0.4980769230769231,0.8326923076923077,,,0.030528052805280526,0.030528052805280526,0.0,0.02035203520352035,0.04423076923076923,0.04423076923076923,0.0,0.02948717948717949,0.1641164116411641,0.1641164116411641,0.0,0.1094109410941094,0.2653846153846154,0.2653846153846154,0.0,0.17692307692307693,,,0.6808993399339933,0.6377137713771377,0.30993769019759115,0.5428502671695742,0.6865384615384615,0.6423076923076924,0.3653846153846154,0.5647435897435898,0.7301980198019802,0.5597434743474348,0.3371587158715872,0.5423667366736673,0.7307692307692308,0.5865384615384616,0.3653846153846154,0.560897435897436,,
