Run_Name,refined_mask_AP@50,refined_mask_AP@75,refined_mask_AP@95,refined_mask_AP@50:95,refined_mask_AR@50,refined_mask_AR@75,refined_mask_AR@95,refined_mask_AR@50:95
YOLOv8 Nano,0.8449800142103812,0.7528573031596385,0.3781385581551783,0.6586586251750659,0.7344882163257298,0.659346006926131,0.2869974598218638,0.5602772276912417
YOLOv8 X-Large,0.8446080822006685,0.75873727640004,0.3870206964987922,0.6634553516998337,0.7230498908308992,0.6611828369401214,0.3005231788428552,0.5615853022046253
Mask R-CNN,0.7253727259092603,0.6304868295619358,0.32670778572806825,0.5608557803997549,0.594274289105308,0.5223271298860047,0.25283043683838147,0.4564772852765647
